﻿operator_id;operator_name;szenario_id;verbrauch_mwh;leistung_kw;spannung;arbeitskosten_ht_2025;leistungskosten_2025;grundkosten_2025;messkosten_2025;umlage_17_2025;umlage_19_2025;kwkg_2025;konzessionsabgabe_2025;arbeitskosten_ht_2026;leistungskosten_2026;grundkosten_2026;messkosten_2026;umlage_17_2026;umlage_19_2026;kwkg_2026;konzessionsabgabe_2026
A70;TEN Thüringer Energienetze GmbH & Co. KG;S1;1000;550;MSP;67500.01;21070.5;0;745.09;8160;15580;2770;1100;52200;14663;0;745.09;9410;15590;4460;1100
A70;TEN Thüringer Energienetze GmbH & Co. KG;S2;5000;1500;MSP;53000;270840;0;745.09;40800;17580;13850;5500;26500;215580;0;745.09;47050;17590;22300;5500
A70;TEN Thüringer Energienetze GmbH & Co. KG;S3;20000;7000;MSP;212000;1263920;0;745.09;163200;25080;55400;22000;106000;1006040;0;745.09;188200;25090;89200;22000
A70;TEN Thüringer Energienetze GmbH & Co. KG;S4;50000;25000;MSP;3375000;957750;0;745.09;408000;40080;138500;55000;2610000;666500;0;745.09;470500;40090;223000;55000
A71;Teutoburger Energie Netzwerk eG (TEN eG);S1;1000;550;NSP;104900;0;90;15;8160;15580;2770;13200;69200;0;90;15;9410;15590;4460;13200
A71;Teutoburger Energie Netzwerk eG (TEN eG);S1;1000;550;MSP;72200;15273.5;0;395.28;8160;15580;2770;1100;45500;10098;0;395.28;9410;15590;4460;1100
A71;Teutoburger Energie Netzwerk eG (TEN eG);S2;5000;1500;NSP;524500;0;90;15;40800;17580;13850;66000;346000;0;90;15;47050;17590;22300;66000
A71;Teutoburger Energie Netzwerk eG (TEN eG);S2;5000;1500;MSP;55500;270825;0;395.28;40800;17580;13850;5500;41000;167460;0;395.28;47050;17590;22300;5500
A71;Teutoburger Energie Netzwerk eG (TEN eG);S3;20000;7000;NSP;2098000;0;90;15;163200;25080;55400;264000;1384000;0;90;15;188200;25090;89200;264000
A71;Teutoburger Energie Netzwerk eG (TEN eG);S3;20000;7000;MSP;222000;1263850;0;395.28;163200;25080;55400;22000;164000;781480;0;395.28;188200;25090;89200;22000
A71;Teutoburger Energie Netzwerk eG (TEN eG);S4;50000;25000;NSP;5245000;0;90;15;408000;40080;138500;660000;3460000;0;90;15;470500;40090;223000;660000
A71;Teutoburger Energie Netzwerk eG (TEN eG);S4;50000;25000;MSP;3610000;694250;0;395.28;408000;40080;138500;55000;2275000;459000;0;395.28;470500;40090;223000;55000
A72;Überlandwerk Mittelbaden GmbH & Co. KG;S1;1000;550;MSP;81400;10175;0;390.68;8160;15580;2770;1100;56400;7865;0;444.5;9410;15590;4460;1100
A72;Überlandwerk Mittelbaden GmbH & Co. KG;S2;5000;1500;MSP;91500;264570;0;390.68;40800;17580;13850;5500;83500;170295;0;444.5;47050;17590;22300;5500
A72;Überlandwerk Mittelbaden GmbH & Co. KG;S3;20000;7000;MSP;366000;1234660;0;390.68;163200;25080;55400;22000;334000;794710;0;444.5;188200;25090;89200;22000
A72;Überlandwerk Mittelbaden GmbH & Co. KG;S4;50000;25000;MSP;4070000;462500;0;390.68;408000;40080;138500;55000;2820000;357500;0;444.5;470500;40090;223000;55000
A73;Überlandzentrale Wörth/I. - Altheim Netz AG;S1;1000;550;NSP;62700;0;98;12.3;8160;15580;2770;13200;45800;0;98;12.3;9410;15590;4460;13200
A73;Überlandzentrale Wörth/I. - Altheim Netz AG;S2;5000;1500;NSP;313500;0;98;12.3;40800;17580;13850;66000;229000;0;98;12.3;47050;17590;22300;66000
A73;Überlandzentrale Wörth/I. - Altheim Netz AG;S3;20000;7000;NSP;1254000;0;98;12.3;163200;25080;55400;264000;916000;0;98;12.3;188200;25090;89200;264000
A73;Überlandzentrale Wörth/I. - Altheim Netz AG;S4;50000;25000;NSP;3135000;0;98;12.3;408000;40080;138500;660000;2290000;0;98;12.3;470500;40090;223000;660000
A74;Verteilnetz Plauen GmbH;S1;1000;550;MSP;46400;29491;0;465;8160;15580;2770;1100;32000;21527;0;465;9410;15590;4460;1100
A74;Verteilnetz Plauen GmbH;S2;5000;1500;MSP;79000;195180;0;465;40800;17580;13850;5500;61000;132960;0;465;47050;17590;22300;5500
A74;Verteilnetz Plauen GmbH;S3;20000;7000;MSP;316000;910840;0;465;163200;25080;55400;22000;244000;620480;0;465;188200;25090;89200;22000
A74;Verteilnetz Plauen GmbH;S4;50000;25000;MSP;2320000;1340500;0;465;408000;40080;138500;55000;1600000;978500;0;465;470500;40090;223000;55000
A75;WEMAG Netz GmbH;S1;1000;550;MSP;50400;13849;0;858.96;8160;15580;2770;1100;38700;10648;0;858.96;9410;15590;4460;1100
A75;WEMAG Netz GmbH;S2;5000;1500;MSP;80500;166305;0;858.96;40800;17580;13850;5500;62000;127860;0;858.96;47050;17590;22300;5500
A75;WEMAG Netz GmbH;S3;20000;7000;MSP;322000;776090;0;858.96;163200;25080;55400;22000;248000;596680;0;858.96;188200;25090;89200;22000
A75;WEMAG Netz GmbH;S4;50000;25000;MSP;2520000;629500;0;858.96;408000;40080;138500;55000;1935000;484000;0;858.96;470500;40090;223000;55000
A76;Werraenergie GmbH;S1;1000;550;MSP;84500.01;12028.5;0;600;8160;15580;2770;1100;72800;11489.5;0;600;9410;15590;4460;1100
A76;Werraenergie GmbH;S2;5000;1500;MSP;32000;325680;0;600;40800;17580;13850;5500;46500;269340;0;600;47050;17590;22300;5500
A76;Werraenergie GmbH;S3;20000;7000;MSP;128000;1519840;0;600;163200;25080;55400;22000;186000;1256920;0;600;188200;25090;89200;22000
A76;Werraenergie GmbH;S4;50000;25000;MSP;4225000;546750;0;600;408000;40080;138500;55000;3640000;522250;0;600;470500;40090;223000;55000
A77;wesernetz Bremen GmbH;S1;1000;550;MSP;67000;6242.5;0;560;8160;15580;2770;1100;52000;5692.5;0;600;9410;15590;4460;1100
A77;wesernetz Bremen GmbH;S2;5000;1500;MSP;54000;227565;0;560;40800;17580;13850;5500;67500;159750;0;600;47050;17590;22300;5500
A77;wesernetz Bremen GmbH;S3;20000;7000;MSP;216000;1061970;0;560;163200;25080;55400;22000;270000;745500;0;600;188200;25090;89200;22000
A77;wesernetz Bremen GmbH;S4;50000;25000;MSP;3350000;283750;0;560;408000;40080;138500;55000;2600000;258750;0;600;470500;40090;223000;55000
A78;Westnetz GmbH;S1;1000;550;MSP;71000;11566.5;0;571.28;8160;15580;2770;1100;57100;9251;0;578.03;9410;15590;4460;1100
A78;Westnetz GmbH;S1;1000;550;NSP;99800;0;80.3;13.04;8160;15580;2770;13200;95300;0;80.3;13.05;9410;15590;4460;13200
A78;Westnetz GmbH;S2;5000;1500;MSP;65000;249045;0;571.28;40800;17580;13850;5500;50500;201480;0;578.03;47050;17590;22300;5500
A78;Westnetz GmbH;S2;5000;1500;NSP;499000;0;80.3;13.04;40800;17580;13850;66000;476500;0;80.3;13.05;47050;17590;22300;66000
A78;Westnetz GmbH;S3;20000;7000;MSP;260000;1162210;0;571.28;163200;25080;55400;22000;202000;940240;0;578.03;188200;25090;89200;22000
A78;Westnetz GmbH;S3;20000;7000;NSP;1996000;0;80.3;13.04;163200;25080;55400;264000;1906000;0;80.3;13.05;188200;25090;89200;264000
A78;Westnetz GmbH;S4;50000;25000;MSP;3550000;525750;0;571.28;408000;40080;138500;55000;2855000;420500;0;578.03;470500;40090;223000;55000
A78;Westnetz GmbH;S4;50000;25000;NSP;4990000;0;80.3;13.04;408000;40080;138500;660000;4765000;0;80.3;13.05;470500;40090;223000;660000
A79;WSW Netz GmbH;S1;1000;550;NSP;93700;0;64.9;9.24;8160;15580;2770;19900;64000;0;64.9;9.24;9410;15590;4460;19900
A79;WSW Netz GmbH;S1;1000;550;MSP;79000;9163;0;1115.4;8160;15580;2770;1100;51600;5984;0;1115.4;9410;15590;4460;1100
A79;WSW Netz GmbH;S2;5000;1500;NSP;468500;0;64.9;9.24;40800;17580;13850;99500;320000;0;64.9;9.24;47050;17590;22300;99500
A79;WSW Netz GmbH;S2;5000;1500;MSP;19000;307050;0;1115.4;40800;17580;13850;5500;12500;200520;0;1115.4;47050;17590;22300;5500
A79;WSW Netz GmbH;S3;20000;7000;NSP;1874000;0;64.9;9.24;163200;25080;55400;398000;1280000;0;64.9;9.24;188200;25090;89200;398000
A79;WSW Netz GmbH;S3;20000;7000;MSP;76000;1432900;0;1115.4;163200;25080;55400;22000;50000;935760;0;1115.4;188200;25090;89200;22000
A79;WSW Netz GmbH;S4;50000;25000;NSP;4685000;0;64.9;9.24;408000;40080;138500;995000;3200000;0;64.9;9.24;470500;40090;223000;995000
A79;WSW Netz GmbH;S4;50000;25000;MSP;3950000;416500;0;1115.4;408000;40080;138500;55000;2580000;272000;0;1115.4;470500;40090;223000;55000
